Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Tue, 29 Mar 2022 08:25:44 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Geo Locations,
2020-0185-IDN,2020,0185,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pasangkayu, Polewali Mandar Districts (West Sulawesi Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2020,5,8,2020,5,8,7,,3805,,3805,,,,,,,95.51296742,"Mamuju Utara, Polewalimamasa (Adm2).",
2020-0325-IDN,2020,0325,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Luwu Utara District (North Luwu Regency, South Sulawesi); West Kalimantan province",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2020,7,3,2020,7,31,105,51,14483,,14534,,,,,10000,10470,95.51296742,Kalimantan Barat (Adm1). Luwu Utara (Adm2).,
2020-0486-IDN,2020,0486,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, West Sumatra,Central Kalimantan provinces",Seasonal rains,"Slide (land, mud, snow, rock)",,,,,,,2020,10,21,2020,10,31,15,,10000,,10000,,,,,,,95.51296742,"Jawa Barat, Kalimantan Tengah, Sumatera Barat (Adm1).",
2020-0160-MYS,2020,0160,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,Sarawak State (north-west Borneo Island),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2020,4,25,2020,4,29,,,2000,,2000,,,,,,,95.51296742,Sarawak (Adm1).,
2020-0018-IDN,2020,0018,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kaur Regency (western Bengkulu Province, Sumatra Isl.)",,Collapse,,,,,,,2020,1,19,2020,1,22,10,,,,,,,,,,,95.51296742,Kaur (Adm2).,
2020-0329-MMR,2020,0329,FL-2020-000172,Natural,Hydrological,Flood,Flash flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Amarapura Township, Amarapura, Tataroo,Sintkaing, Thabaikky twonship (Mandalay area); Sagaing, Magway, Mandalay Kachin state",Monsoon rains,Broken Dam/Burst bank,,,,,,,2020,7,19,2020,7,30,,,25000,,25000,,,,,,,95.51296742,Mandalay (Adm2).,
2020-0086-IDN,2020,0086,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"North Bolaang Mongondow Regency, Poso city, Sangkub, Bintauna, West Bolangitang, East Bolangitang Districts (Central, North Sulawesi provinces)",Heavy rains,,,,,,,,2020,3,4,2020,3,6,2,,40000,,40000,,,,,7200,7538,95.51296742,"Bolaangmongondow, Poso (Adm2).",
2020-0144-IDN,2020,0144,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Lamongan District (East Java Regency),Heavy rains,,,,,,,,2020,4,9,2020,4,16,,,25000,,25000,,,,,,,95.51296742,Lamongan (Adm2).,
2020-0245-IDN,2020,0245,FF-2020-000140,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Aceh, Riau, Riau Islands, Bengkulu, South Sumatra, West Nusa Tenggara, South Sulawesi, and several parts of Kalimantan",Torrential rains,,,,,Yes,,,2020,5,22,2020,6,4,4,,41837,,41837,,,,,,,95.51296742,"Bengkulu, Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, Kepulauan-riau, Nangroe Aceh Darussalam, Nusatenggara Barat, Riau, Sulawesi Selatan, Sumatera Selatan (Adm1).",
2020-0310-IDN,2020,0310,FF-2020-000179,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bolaang Uki, Tomini and Helumo sub-districts (South Bolaang Mongondow district, North Sulawesi province)",Heavy rains,,,,,,,,2020,8,1,2020,8,1,,,23461,,23461,,,,,,,95.51296742,Bolaangmongondow (Adm2).,
2020-0551-IDN,2020,0551,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,West Nusa Tenggara Province (Lesser Sunda Islands); Aceh Province (northern Sumatra),Heavy rains,,,,,,,,2020,12,12,2020,12,15,,,18200,,18200,,,,,,,95.51296742,"Nangroe Aceh Darussalam, Nusatenggara Barat (Adm1).",
2020-0052-IDN,2020,0052,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Musi Rawas Regency (South Sumatra Province); Jakarta Province,Heavy rains,,,,,,,,2020,2,11,2020,2,11,,,10905,,10905,,,,,,,95.51296742,Dki Jakarta (Adm1). Musirawas (Adm2).,
2020-0014-IDN,2020,0014,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Samarinda City (East Kalimantan Province, Borneo Island)",Heavy rains,,,,,,,,2020,1,14,2020,1,15,,,7213,,7213,,,,,,,95.51296742,Kota Samarinda (Adm2).,
2020-0033-IDN,2020,0033,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sumedang Regency, Bandung District (West Java); Bojonegoro Regency (East Java)",,,,,,,,,2020,1,23,2020,1,28,10,,75000,,75000,,,,,,,95.51296742,"Bandung, Bojonegoro, Kota Bandung, Sumedang (Adm2).",
2020-0036-IDN,2020,0036,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Central Tapanuli Regency (North Sumatra Province),Heavy rains,,,,,Yes,,,2020,1,28,2020,1,29,9,22,2100,,2122,,,,,,,95.51296742,Tapanuli Tengah (Adm2).,
2020-0068-IDN,2020,0068,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"East Jakarta, North Jakarta, Karawang, West Jakarta,Tangerang City, Bekasi province",Heavy rains,,,,,,,,2020,2,26,2020,2,28,10,,112000,,112000,,,,,,,95.51296742,"Bekasi, Karawang, Kota Jakarta Barat, Kota Jakarta Timur, Kota Jakarta Utara, Kota Tangerang (Adm2).",
2020-0115-IDN,2020,0115,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang, Katapang, Soreang, Banjaran, and Majalaya sub-districts (Bandung district, West Java) – with up to 3 meters (9.8 feet) of floodwaters. At least 9,659 homes and 74 other public facilities were flooded during the event. Wide swaths of infrastructure were also affected.",Heavy rains,,,,,,,,2020,3,20,2020,3,21,,,84609,,84609,,,,,,,95.51296742,"Bandung, Kota Bandung (Adm2).",
2020-0121-IDN,2020,0121,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dayuehkolot, Baleendah, Bandung, Bogor Regencies , West Java Island (West Java Province)",Heavy rains,,,,,,,,2020,3,29,2020,4,1,1,,56488,,56488,,,,,,,95.51296742,"Bandung, Bogor, Kota Bandung (Adm2).",
2020-0151-IDN,2020,0151,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang districts (Bandung Regency ,West Java Province)",Heavy rains,,,,,,,,2020,4,30,2020,5,5,2,,110000,,110000,,,,,,,95.51296742,Bandung (Adm2).,
2020-0224-IDN,2020,0224,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tegal City, Pekalongan City (Central Java Province) Sorong City (West Papua Province)",,,,,,,,,2020,6,3,2020,6,5,,,1835,,1835,,,,,,,95.51296742,"Kota Pekalongan, Kota Sorong, Kota Tegal (Adm2).",
2020-0265-IDN,2020,0265,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Nisam, Matangkuli, Pirak Timu,Lhoksukon sub-distrcits (Aceh Utara and Bener Meriah Regency, Aceh Province, northern Sumatra)",,,,,,,,,2020,6,18,2020,6,19,,,10000,,10000,,,,,,,95.51296742,"Aceh Utara, Bener Meriah (Adm2).",
2020-0532-IDN,2020,0532,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Central Java, Aceh Provinces (north-western Sumatra)",Heavy rains,,,,,,,,2020,12,2,2020,12,10,5,,110000,,110000,,,,,,,95.51296742,"Jawa Tengah, Nangroe Aceh Darussalam (Adm1).",
2020-0559-MYS,2020,0559,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Terengganu, Kelantan, Pahang",,,,,,,,,2020,12,20,2020,12,21,,,9273,,9273,,,,,,,95.51296742,"Kelantan, Pahang, Terengganu (Adm1).",
2020-0272-MYS,2020,0272,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Tenom, Kota Belud, Papar, Beaufort, Penampang Districts (Sabah State); Baram, Marudi, Long Lama, Lawas, Limbang districts (Sarawak State)",Heavy rains,,,,,,,,2020,6,27,2020,7,1,,,9000,,9000,,,,,6800,7119,95.51296742,"Sarawak (Adm1). Beaufort, Kota Belud, Penampang, Tenom (Adm2).",
2020-0289-MYS,2020,0289,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Pontian, Batu Pahat, Muar, Kluang,Tangkak Districts (Johor State)",Heavy rains,,,,,,,30344,2020,6,20,2020,6,25,,,1210,,1210,,,,,,,95.51296742,"Batu Pahit, Kluang, Muar, Pontian (Adm2).",
2020-0414-MYS,2020,0414,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kota Kinabalu, Kota Belud, Tuaran, Telipok Districts (Sabah State)",,,,,,,,,2020,10,9,2020,10,9,,,400,,400,,,,,,,95.51296742,"Kota Belud, Kota Kinabalu, Labuk & Sugut, Tuaran (Adm2).",
2021-0005-IDN,2021,0005,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kalimantan, Sulawesi Island, Maluku Islands",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,1,15,2021,1,21,21,,126025,,126025,,,,,,,100,"Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, Maluku, Maluku Utara, Sulawesi Barat, Sulawesi Selatan, Sulawesi Tengah, Sulawesi Tenggara, Sulawesi Utara (Adm1).",
2021-0165-IDN,2021,0165,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Bojonegoro Regency (East Java Province); Tangerang District (Banten Province); Banyuwangi Regency (East Java Province); North Gorontalo Regency (Gorontalo Province); Gresik Regency (East Java); Bogor Regency (West Java Province),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,3,17,2021,3,18,,,1974,,1974,,,,,,,100,"Banyuwangi, Bogor, Bojonegoro, Gorontalo, Gresik, Tangerang (Adm2).",
2021-0185-IDN,2021,0185,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, North Sumatra, western Lesser Sunda Islands, Aceh provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,3,25,2021,3,31,,,75506,,75506,,,,,,,100,"Jawa Barat, Nangroe Aceh Darussalam, Sumatera Utara (Adm1).",
2021-0379-IDN,2021,0379,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Teunom, Panga, Darul Hikmah, Setia Bakti, Krueng Sabee, Sampoiniet and Jaya districts (Aceh Jaya Regency, Aceh Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,7,5,2021,7,7,,,6408,,6408,,,,,,,100,Aceh Jaya (Adm2).,
2021-0530-IDN,2021,0530,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Karo Regency (North Sumatra); Kalimantan, Java, Sulawesi, Aceh",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,8,19,2021,8,30,9,,62900,,62900,,,,,,,100,,
2021-0584-IDN,2021,0584,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, Papua, East Kalimantan, Banten ad Riau Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,9,13,2021,9,14,,,11839,,11839,,,,,,,100,"Banten, Jawa Barat, Kalimantan Timur, Papua, Riau (Adm1).",
2021-0823-IDN,2021,0823,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Padang Pariaman Regency (West Sumatra); Mamuju Regency (West Sulawesi),Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,2021,12,18,2021,12,19,,,43000,,43000,,,,,,,100,"Mamuju, Padangpariaman (Adm2).",
2021-0674-KHM,2021,0674,,Natural,Hydrological,Flood,,,,Cambodia,KHM,South-Eastern Asia,Asia,Kampong Speu Province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,10,12,2021,10,15,,,225,,225,,,,,,,100,Kampong Speu (Adm1).,
2021-0524-MYS,2021,0524,,Natural,Hydrological,Flood,Flash flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Yan, Kuala Muda and Bandar Baharu districts (Kedah state)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,8,17,2021,8,19,7,3,258,,261,,,,,,,100,"Bandar Baharu, Kuala Muda, Yan (Adm2).",
2021-0686-MYS,2021,0686,,Natural,Hydrological,Flood,Flash flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kedah, Malacca, Negeri Sembilan, Selangor States, Kuala Lumpur Federal Territory",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,10,20,2021,10,22,,,1000,,1000,,,,,,,100,"Kedah, Kuala Lumpur, Melaka, Negeri Sembilan, Selangor (Adm1).",
2021-0591-MYS,2021,0591,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kota Kinabalu, Penampang and Putatan Districts (Sabah state) ; Johor, Sarawak states",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2021,9,7,2021,9,17,2,,255,,255,,,,,,,100,"Johor, Sarawak (Adm1). Kota Kinabalu, Penampang (Adm2).",
2021-0028-MYS,2021,0028,FL-2021-000001,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Johor, Pahang, Terengganu, Sabah, Kelantan, Selangor, Perak states",,Lightening,,,,,,,2021,1,2,2021,1,8,8,,23776,,23776,,,,,,,100,"Johor, Kelantan, Pahang, Perak, Sabah, Selangor, Terengganu (Adm1).",
2021-0719-IDN,2021,0719,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Batu and Malang (East Java Province),Heavy rains,,,,,,,,2021,11,4,2021,11,4,9,,1275,,1275,,,,,,,100,"Kota Batu, Kota Malang (Adm2).",
2021-0023-IDN,2021,0023,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sumbawa Island (West Nusa Tenggara Province, Lesser Sunda Islands), Nunukan Regency (North Kalimantan Province)",Heavy rains,,,,,,,,2021,1,6,2021,1,8,3,,10000,,10000,,,,,,,100,"Nunukan, Sumbawa (Adm2).",
2021-0062-IDN,2021,0062,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pasuruan Regency, Nganjuk Regency, Kudus Regency (Java Island)",Heavy rains,,,,,,,,2021,2,3,2021,2,5,2,,25400,,25400,,,,,,,100,"Kudus, Nganjuk, Pasuruan (Adm2).",
2021-0088-IDN,2021,0088,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, and Jakarta Provinces (Java Island)",Heavy rains,,,,,,,,2021,2,19,2021,2,23,7,,228650,,228650,,,,,50000,50000,100,"Dki Jakarta, Jawa Barat (Adm1).",
2021-0104-IDN,2021,0104,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Semarang City (Central Java Province),Heavy rains,,,,,,,,2021,2,23,2021,2,26,1,,90590,,90590,,,,,,,100,Semarang (Adm2).,
2021-0302-IDN,2021,0302,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang, and Margarahayu sub-districts (Bandung Regency, West Java Province)",Heavy rains,,,,,,,,2021,5,25,2021,5,25,,,59800,,59800,,,,,,,100,"Bandung, Kota Bandung, Kota Cimahi (Adm2).",
2021-0653-IDN,2021,0653,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Medan City (North Sumatra Province), East, West, Central Kalimantan (Borneo Island); Belawan 1, Belawan 2, Sincanang, Bahari, Bahagia, Bagan Deli, and Labuan Deli",Heavy rains,,,,,,,,2021,10,5,2021,10,6,,,79095,,79095,,,,,,,100,"Kalimantan Barat, Kalimantan Tengah, Kalimantan Timur (Adm1). Deli Serdang, Kota Medan (Adm2).",
2021-0695-IDN,2021,0695,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sekadau Regency (West Kalimantan Province, Borneo Island); Cilacap Regency (Central Java Province), Wajo Regency (South Sulawesi Province)",Heav rains,,,,,,,,2021,10,27,2021,10,28,,,2226,,2226,,,,,,,100,,
2021-0768-IDN,2021,0768,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lebak Regency (Banten Province, western Java); Pemalang and Tegal Regencies (Central Java Province)",Heavy rains,,,,,,,,2021,11,19,2021,11,25,,8,11020,,11028,,,,,,,100,"Kota Tegal, Lebak, Pemalang, Tegal (Adm2).",
2021-0788-IDN,2021,0788,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Hulu Sungai Tengah and Banjarmasin (South Kalimantan); Makassar of South Sulawesi, North and West Lombok (West Nusa Tenggara); North Jakarta and Thousand Islands (Jakarta); Semarang of Central Java and Denpasar and Badung (Bali)","Heavy rains and high tides, and exacerbated by La Nina",,,,,,,,2021,12,5,2021,12,7,6,8,78730,,78738,,,,,,,100,"Badung, Hulusungai Tengah, Kota Banjarmasin, Kota Denpasar, Kota Jakarta Utara, Kota Makasar, Kota Semarang, Lombok Barat, Semarang (Adm2).",
2021-0835-IDN,2021,0835,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"East Aceh and Aceh Tamiang (Aceh Province, northern Sumatra)",,,,,,,,,2021,12,31,2022,1,4,2,,27500,,27500,,,,,,,100,"Aceh Tamiang, Aceh Timur (Adm2).",
2021-0594-KHM,2021,0594,,Natural,Hydrological,Flood,,,,Cambodia,KHM,South-Eastern Asia,Asia,Poipet and Malai districts (Banteay Meanchey Province),Heavy rains,,,,,,,,2021,9,15,2021,9,17,,,500,,500,,,,,,,100,"Malai, Ou Chrov (Adm2).",
2021-0696-KHM,2021,0696,,Natural,Hydrological,Flood,,,,Cambodia,KHM,South-Eastern Asia,Asia,"Daun Kok and Anlong Svay villages, Sangkat Boeung Thom, Khan Kampoul, Phnom Penh",Heavy rains,,,,,,,,2021,10,25,2021,10,27,,,12500,,12500,,,,,,,100,Phnom Penh (Adm1).,
2021-0451-MMR,2021,0451,FL-2021-000128,Natural,Hydrological,Flood,,,,Myanmar,MMR,South-Eastern Asia,Asia,"Rakhine, Bago, Ayeyarwady, Kayin, Mon and Tanitharyi.",Heavy rains,,,,,,,126119,2021,7,21,2021,7,29,,,125000,,125000,,,,,,,100,"Ayeyawaddy, Bago (E), Bago (W), Kayin, Mon, Rakhine, Taninthayi (Adm1).",
2021-0821-MYS,2021,0821,FL-2021-000209,Natural,Hydrological,Flood,Flash flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Pahang, Selangor, Terengganu, Kelantan, Johor, Malacca, Negeri Sembilan, Sabah, Perak and the Federal Territory of Kuala Lumpur","Heavy rains, Tropical Depression TWENTYNINE",,,,,,,,2021,12,17,2022,1,3,56,,120000,,120000,,,,,1460000,1460000,100,"Johor, Kelantan, Kuala Lumpur, Melaka, Negeri Sembilan, Pahang, Perak, Sabah, Selangor, Terengganu (Adm1).",
2021-0008-MYS,2021,0008,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Serian, Samarahan, Miri, Kuching districts (Sarawak State)",Heavy rains,,,,,,,,2021,1,12,2021,1,15,6,,3000,,3000,,,,,,,100,"Kuching, Miri, Samarahan, Serian (Adm2).",
2021-0015-MYS,2021,0015,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Beaufort, Kota Marudu, Kudat, Pitas (Sabah State, Borneo's East Malaysia); Serian, Samarahan, Miri, Kuching (Sarawak state)",Heavy rains,,,,,,,,2021,1,11,2021,1,13,,,6000,,6000,,,,,,,100,Sabah (Adm1).,
2021-0400-MYS,2021,0400,FL-2021-000061,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,Beaufort and Tenom districts (Sabah state); Sarawak state; Melaka state,Heavy rains,,,,,,,,2021,5,20,2021,6,3,,,5782,,5782,,,,,,,100,"Melaka, Sarawak (Adm1). Beaufort, Tenom (Adm2).",
2022-0011-IDN,2022,0011,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Jayapura City (Papua Province); East Java,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2022,1,10,2022,1,11,10,,6500,,6500,,,,,,,,Jayapura (Adm2).,
2019-0380-VNM,2019,0380,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Qu?ng Ninh, L?ng S?n, Thanh Hóa",Tropical Cyclone Wipha,"Slide (land, mud, snow, rock)",,,,,,,2019,8,5,2019,8,5,27,,,500,500,,,,,45000,47695,94.3490925,"Lang Son, Quang Ninh, Thanh Hoa (Adm1).",
2019-0265-VNM,2019,0265,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2019,5,27,2019,5,30,3,,,265,265,,,,,,,94.3490925,"Bac Kan, Cao Bang, Ha Giang, Yen Bai (Adm1).",
2019-0482-VNM,2019,0482,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Bình Dinh, Hà Tinh Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2019,10,15,2019,10,22,3,5,26250,,26255,,,,,,,94.3490925,"Binh Dinh, Ha Tinh, Nghe An (Adm1).",
2019-0264-PHL,2019,0264,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Datu Salibo and Sultan sa Barongis municipalities (Maguindanao Province, Mindanao Island)",Heavy rains,,,,,,,5390,2019,6,3,2019,6,23,,,45000,,45000,,,,,,,94.3490925,Maguindanao (Adm2).,
2019-0419-THA,2019,0419,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Amnat Charoen, Khon Kaen, Petchaboon, Phitsanulok, Pichit, Roi-Et, Sri Saket, Sukhothai, Ubon Ratchathani and Yasothorn",Tropical Storm PODUL and Tropical Depression KAJIKI's,,,,,,,,2019,9,11,2019,9,11,19,,158000,,158000,,,,,,,94.3490925,"Amnat Charoen, Khon Kaen, Phetchabun, Phichit, Phitsanulok, Roi Et, Si Saket, Sukhothai, Ubon Ratchathani, Yasothon (Adm1).",
2019-0393-VNM,2019,0393,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Kien Giang, Lam Dong, Dak Lak, Dac Nong, Gia Lai, Kon Tum, Dong Nai, Binh Thuan, Binh Phuoc",Torrential rains,,,,,,,,2019,8,8,2019,8,10,12,5,61535,,61540,,,,,,,94.3490925,"Binh Phuoc, Binh Thuan, Dak Lak, Dak Nong, Dong Nai, Gia Lai, Kien Giang, Kon Tum, Lam Dong (Adm1).",
2019-0419-VNM,2019,0419,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh, Ha Tinh and Lao Cai provinces.",Tropical Storm PODUL and Tropical Depression KAJIKI's,,,,,,,,2019,9,11,2019,9,11,10,,36450,,36450,,,,,,,94.3490925,"Ha Tinh, Lao Cai, Quang Binh (Adm1).",
2020-0384-THA,2020,0384,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phrae, Chiang Mai, Lampang, Phayao, Uttaradit, Lamphun, Mae Hong Son provinces",Tropical Storm HIGOS,"Slide (land, mud, snow, rock)",,,,,,,2020,8,22,2020,8,23,1,,40000,,40000,,,,,,,95.51296742,"Chiang Mai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae, Uttaradit (Adm1).",
2020-0561-THA,2020,0561,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Pattani ,Yala, Narathiwat provinces","Heavy rain, monsoon","Slide (land, mud, snow, rock)",,,,,,,2020,12,16,2020,12,21,1,,139000,,139000,,,,,,,95.51296742,"Narathiwat, Pattani, Yala (Adm1).",
2020-0328-VNM,2020,0328,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Giang provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2020,7,18,2020,7,21,5,1,2620,,2621,,,,,22000,23034,95.51296742,"Bac Giang, Ha Giang (Adm1).",
2020-0529-THA,2020,0529,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Narathiwat, Songkhla, Pattani, Surat Thani, Chumphon, Chatthalung,Trang, Phatthalung Provinces",Heavy rains,,,,,Yes,,,2020,11,25,2020,12,14,29,,691659,,691659,,,,,50000,52349,95.51296742,"Chumphon, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Trang (Adm1).",
2020-0131-TLS,2020,0131,,Natural,Hydrological,Flood,Riverine flood,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Cristo Rei, Nain Feto, Dom Aleixo, and Vera Cruz (Dili municipality)",Heavy rains,,,,,,,,2020,3,13,2020,3,13,3,7,9124,,9131,,,,,20000,20940,95.51296742,"Cristo Rei, Dom Aleixo, Nein Feto, Vera Cruz (Adm2).",
